"paper_type","revenue","account_id","account_manager","account_name","business_size","cancelled_at","days_to_close","days_to_ship","discount","index","order_id","payment_cycle","price","product_id","product_name","purchased_at","quantity","rating","returned_at","review","reviewed_at","shipping_address","shipping_city","shipping_cost","shipping_latitude","shipping_longitude","shipping_mode","shipping_region","shipping_state","shipping_zip","status","order_contact_name","order_contact_email"
"Copy",71950,"60906229fc13ae0a6b00026e","Pam Beesly","Goyette, Steuber and Homenick",390,2021-09-30 23:32:29.000,57,,,11,"96fcc047-a8fc-4eae-8af5-df1428d64157",,1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-04-22 09:43:30.000,50,,,,,"81 New Castle Circle","South Mittieview",,40.500795,-74.427911,,"South","DE",9099,"CANCELLED","Jitters Bird","jitters@goyette.com"
"Kraft Roll",1068,"60906229fc13ae0a6b0002e7","Dwight Schrute","Hill-Fisher",316,,65,4,4.98,3,"976130ef-2030-491e-b2f0-991412a07da8","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-09-21 04:22:51.000,30,3,,"Not a visionary company, but they get the job done.",2021-10-04 18:03:39.000,"21479 Butternut Court","Coleville",100,42.077788,-87.72057,"EXPRESS","South","WV",60092,"COMPLETED","Truffles Pig","truffles@hill-fisher.com"
"Printer",3000,"60906229fc13ae0a6b000263","Oscar Martinez","Leannon, Schoen and Wuckert",245,,105,4,,11,"97da3c03-0cad-4a80-9659-df91480cf942","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-02-17 02:26:12.000,120,,,,,"87504 Luster Park","West Cameronfort",100,38.220271,-77.443653,"EXPRESS","South","DE",22425,"COMPLETED","Sterling Eagle","sterling@leannon.com"
"Printer",1714.7,"60906229fc13ae0a6b00036e","Dwight Schrute","Jacobs, Rolfson and Klein",267,,62,6,,13,"98bd38c0-0762-42d0-97ae-9eadc7a77f1d","BIWEEK",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-05-14 20:44:38.000,130,4,,"When are y'all going to offer more options?",2021-06-02 13:32:38.000,"34412 Pearson Alley","North Patsychester",100,43.226377,-75.408248,"EXPRESS","West","MT",13448,"COMPLETED","Cookie Dog","cookie@jacobs.com"
"Printer",1196.1,"60906229fc13ae0a6b00005a","Creed Patton","Heaney-Orn",846,,139,0,,15,"98e38180-6367-40e4-a257-7d1c03137fa1","WEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-05-12 22:32:40.000,90,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-06-09 19:39:52.000,"42347 Farmco Alley","Adrienneberg",100,44.363328,-84.914644,"EXPRESS","Northeast","PA",49667,"COMPLETED","Renée Rhino","renée@heaney-orn.com"
"Multipurpose",1078.2,"60906229fc13ae0a6b0003a8","Kelly Kapoor","Armstrong, Nolan and Cassin",854,,7,3,,15,"98ea9664-577f-4626-9f75-36a54244cd7b","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-11-06 03:29:38.000,180,,,,,"631 Quincy Plaza","Keeblerburgh",100,40.967157,-73.846339,"EXPRESS","Midwest","KS",10740,"COMPLETED","Curly Pig","curly@armstrong.com"
"Multipurpose",13292.3,"60906229fc13ae0a6b000216","Pam Beesly","Bednar, Pfeffer and Mraz",316,2021-06-17 18:21:13.000,18,,,15,"9900eb58-c696-4eb5-b14f-bbeb5aa51a0f",,78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-12-28 15:03:59.000,170,,,,,"63 4th Place","East Tevinhaven",,44.498707,-103.872416,,"Northeast","NJ",57932,"CANCELLED","Curt Bear","curt@bednar.com"
"Printer",531.5999999999999,"60906229fc13ae0a6b0000b9","Erin Hannon","Effertz-Gleason",935,,48,5,,13,"9a374a0c-8fd8-4096-aedc-435a6ffa398f","ANNUAL",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-01-21 10:14:14.000,40,4,,"Overall great experience and quality! The one thing I will say is that the shipping is a bit slow compared to other vendors",2021-02-07 04:28:38.000,"91 Westend Lane","Kiaraburgh",,46.097196,-103.130549,"REGULAR","South","AL",58653,"COMPLETED","Pate Duck","pate@effertz-gleason.com"
"Printer",2790.8999999999996,"60906229fc13ae0a6b000388","Phyllis Vance","Bode, Halvorson and Keebler",695,,45,4,,14,"9af187af-f363-4733-905d-7da5787e8114","BIWEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-12-30 11:49:14.000,210,3,,"Account manager was not responsive",2022-01-11 21:39:38.000,"2491 Lawn Alley","Pouroshaven",100,36.956532,-82.454034,"EXPRESS","South","LA",24232,"COMPLETED","Raymond Cat","raymond@bode.com"
"Multipurpose",1198,"60906229fc13ae0a6b00018c","Erin Hannon","Dare, Zulauf and Schneider",74,,57,0,,5,"9af53228-bc16-4218-9db5-fa1b8fa75919","MONTH",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-06-25 11:59:48.000,200,,,,,"9 Redwing Trail","West Nikki",100,37.633294,-79.100863,"EXPRESS","Northeast","NY",24521,"COMPLETED","Fang Wolf","fang@dare.com"
"Cardstock",30940.199999999997,"60906229fc13ae0a6b00019b","Dwight Schrute","Ruecker, Harris and Kulas",3833,,87,2,27.5,14,"9afa7217-e76a-400d-bce6-da63b5a178a6","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-07-31 06:57:00.000,180,3,,"I mean... they're a paper company. What's there to get excited about?",2021-08-10 09:49:48.000,"98499 Susan Avenue","Ariellefurt",,36.905389,-119.748632,"REGULAR","Northeast","NY",93774,"COMPLETED","Victoria Horse","victoria@ruecker.com"
"Copy",484399.3,"60906229fc13ae0a6b0002a0","Phyllis Vance","Wunsch Ltd",494,,130,8,,15,"9b283a79-4501-4a4c-8c84-04885d688b85","WEEK",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-12-14 17:23:34.000,70,,"2021-12-18 23:52:22",,,"46 Kingsford Trail","New Friedrich",,38.404576,-82.360178,"REGULAR","West","HI",25777,"RETURNED","Agent S Squirrel","agent s@wunsch.com"
"Printer",3250,"60906229fc13ae0a6b000272","Creed Patton","Franecki-King",908,,114,5,,12,"9b2a1694-0bf8-4966-9c8b-5fc07434e6fa","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-05-10 18:03:07.000,130,,,,,"28531 Monument Park","Oranhaven",100,36.729148,-87.2899,"EXPRESS","South","FL",42295,"COMPLETED","Rocket Gorilla","rocket@franecki-king.com"
"Multipurpose",59.900000000000006,"60906229fc13ae0a6b00036b","Dwight Schrute","Boyle Inc",143,,83,7,,9,"9b4354bc-4395-4b3f-aaf0-54fec4f55c00","ANNUAL",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-08-23 03:35:19.000,10,,,,,"6964 Lake View Road","Tarynborough",100,40.15681,-75.279393,"EXPRESS","West","WA",19424,"COMPLETED","Kitty Cat","kitty@boyle.com"
"Kraft Roll",1068,"60906229fc13ae0a6b0003bb","Andy Bernard","Keebler Ltd",514,,89,8,7.48,3,"9b4921a9-98f7-47ee-8f01-cfe62d4810d5","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-08-24 03:33:36.000,30,3,,"I've never had a problem with Dunder Mifflin before, but this time my order was MISSING several bundles",2021-09-05 10:45:36.000,"380 Rusk Plaza","North Jadonborough",,35.606468,-86.586661,"REGULAR","West","MT",37180,"COMPLETED","Pecan Squirrel","pecan@keebler.com"
"Multipurpose",10558.4,"60906229fc13ae0a6b000260","Oscar Martinez","Wintheiser, Schamberger and Treutel",576,,25,1,15.18,12,"9b87cc80-8992-41bf-886e-f7208d2561dd","BIWEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-06-06 07:52:02.000,160,4,,"I don't like that I have to mix and match from the limited options they have to get what I want. There's very little flexibility in customizations.",2021-06-24 01:23:14.000,"4 Loeprich Drive","Greggburgh",100,40.376134,-86.773975,"EXPRESS","Northeast","NY",47941,"COMPLETED","Rizzo Mouse","rizzo@wintheiser.com"
"Multipurpose",11218.3,"60906229fc13ae0a6b00009d","Oscar Martinez","Weber, Nader and Volkman",842,2021-04-11 03:11:24.000,63,,13.86,9,"9bbb4fdd-621c-4b0b-b6c2-43a4947a2235",,65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-03-27 04:01:21.000,170,,,,,"9984 Mockingbird Terrace","Tessbury",,34.961786,-84.664588,,"South","TN",30708,"CANCELLED","Paolo Elephant","paolo@weber.com"
"Multipurpose",3909.5,"60906229fc13ae0a6b00030e","Pam Beesly","McClure LLC",678,,88,8,,15,"9bbc6a2f-508b-45d8-aa48-d8ee0a3ffa54","ANNUAL",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-12-08 00:16:31.000,50,5,,"Great customer service. Great product. Would purchase again!!",2021-12-24 06:45:19.000,"50524 Moose Court","West Stephanie",,40.792052,-96.842655,"REGULAR","West","HI",68577,"COMPLETED","Stella Sheep","stella@mcclure.com"
"Printer",265.79999999999995,"60906229fc13ae0a6b00032a","Dwight Schrute","Trantow, Torp and Ziemann",244,,61,1,,8,"9bdf44d8-fa34-4c75-a34e-5ebd1a6dd320","ANNUAL",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-04-20 00:44:53.000,20,4,,"I don't like that I have to mix and match from the limited options they have to get what I want. There's very little flexibility in customizations.",2021-05-19 16:49:41.000,"49253 Hoard Place","McLaughlinhaven",100,44.176279,-93.230762,"EXPRESS","Midwest","OH",55049,"COMPLETED","Frobert Frog","frobert@trantow.com"
"Multipurpose",13078.8,"60906229fc13ae0a6b000190","Meredith Palmer","Kuvalis-Jenkins",848,,121,7,,4,"9c02903f-a98f-4ac0-8979-3936e55c4c44","WEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-02-10 11:56:02.000,120,5,,"Found this site through a coupon deal and got a great deal!",2021-03-03 20:48:50.000,"41262 Sunbrook Hill","Port Christinaton",,33.252625,-114.620354,"REGULAR","South","OK",85329,"COMPLETED","Fauna Deer","fauna@kuvalis-jenkins.com"
"Multipurpose",2179.7999999999997,"60906229fc13ae0a6b00015f","Creed Patton","Gulgowski, Huels and Davis",261,,92,7,,7,"9c08ed1e-b763-4ba1-90b7-a588415a7177","ANNUAL",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-10-02 03:33:01.000,20,4,,"Shipping does take a bit long, but we think it's worth it for the superior customer service!",2021-10-31 14:21:01.000,"3 Corscot Lane","Port Elinor",,43.813339,-69.662868,"REGULAR","South","AL",4576,"COMPLETED","Frank Eagle","frank@gulgowski.com"
"Cardstock",12032.3,"60906229fc13ae0a6b0001f4","Pam Beesly","Strosin Inc",4158,,16,5,5.16,5,"9ccabbf8-a02d-4ac3-9696-d78d605a57a7","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-07-03 12:33:05.000,70,4,,"Shipping takes forever but that's about it",2021-08-02 17:21:05.000,"25671 Grayhawk Court","Mitchellburgh",100,33.462954,-111.985178,"EXPRESS","West","HI",85008,"COMPLETED","Frank Eagle","frank@strosin.com"
"Cardstock",25783.499999999996,"60906229fc13ae0a6b0002cc","Kelly Kapoor","Koepp-Stehr",3917,,110,2,17.19,6,"9cd53cb3-af80-4c5d-bf99-22733944defe","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-02-01 12:38:23.000,150,3,,"Shipping is pretty slow",2021-02-27 01:50:23.000,"71259 Lunder Drive","New Erika",100,41.946606,-87.746787,"EXPRESS","Midwest","KS",60641,"COMPLETED","Kid Cat Cat","kid cat@koepp-stehr.com"
"Kraft Roll",712,"60906229fc13ae0a6b000217","Angela Martin","Stanton Group",344,,30,7,6.05,14,"9d09d3bc-d7e5-41d6-a7f5-fc4e329be457","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-12-26 09:22:11.000,20,5,,"Excellent",2022-01-13 18:43:47.000,"72542 Vidon Way","Sidberg",100,33.607259,-90.776876,"EXPRESS","West","HI",38773,"COMPLETED","Moose Mouse","moose@stanton.com"
"Multipurpose",216360,"60906229fc13ae0a6b0003c8","Dwight Schrute","Greenfelder, Rosenbaum and Beatty",443,,0,6,,13,"9d9b8f78-5687-43af-bf19-b9c9f0683497","BIWEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-10-17 21:56:22.000,120,2,,"Return policy and experience is not great. Be careful when you make your purchase.",2021-11-14 07:32:22.000,"9146 Bayside Road","Evachester",100,40.574254,-74.966157,"EXPRESS","West","MT",8867,"COMPLETED","Henry Frog","henry@greenfelder.com"
"Multipurpose",12510.4,"60906229fc13ae0a6b00016d","Dwight Schrute","McClure and Sons",632,,129,4,,9,"9dbd1b3a-1558-4bbd-9f7c-4d54a3a70f1e","BIWEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-07-06 12:32:10.000,160,2,,"They don't carrry very many options",2021-07-21 00:32:10.000,"539 Messerschmidt Lane","North Yolanda",100,37.32734,-82.981932,"EXPRESS","South","KY",41823,"COMPLETED","Jay Bird","jay@mcclure.com"
"Cardstock",27502.399999999998,"60906229fc13ae0a6b00028c","Oscar Martinez","Hoppe, Funk and Rogahn",4900,,17,1,34.38,14,"9dceb3a5-4f46-4554-887c-5966eb2b24c6","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-03-16 01:06:08.000,160,5,,"Our CEO is rather picky and only uses this particular paper brand. Luckily, Dunder Mifflin is one of the few places that we know will always carry it!",2021-04-06 05:54:08.000,"34 Sunnyside Pass","East Aurelia",100,29.91692,-97.028763,"EXPRESS","Northeast","CT",78984,"COMPLETED","Stitches Cub","stitches@hoppe.com"
"Multipurpose",22887.899999999998,"60906229fc13ae0a6b000288","Phyllis Vance","Treutel Ltd",989,,14,4,,10,"9ea88643-2339-4b68-acd4-8ba09770e578","BIWEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-07-18 02:35:48.000,210,3,,"Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.",2021-07-31 03:19:00.000,"64171 Westend Pass","Romaguerashire",100,33.901886,-117.916639,"EXPRESS","South","AL",92835,"COMPLETED","Tangy Cat","tangy@treutel.com"
"Multipurpose",3959.3999999999996,"60906229fc13ae0a6b000168","Phyllis Vance","Daugherty, Kreiger and Hansen",810,,51,1,3.96,1,"9f1d45ea-3ae8-4b47-b6ff-6aabd991288e","ANNUAL",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-05-13 23:53:20.000,60,4,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",2021-06-13 19:05:20.000,"08781 3rd Street","Jaskolskifurt",100,41.790684,-76.355747,"EXPRESS","Midwest","KS",18857,"COMPLETED","Chadder Mouse","chadder@daugherty.com"
"Multipurpose",391015.30000000005,"60906229fc13ae0a6b0000ce","Erin Hannon","Dach, Cormier and Harber",3178,,2,5,,4,"9fe96cd2-6646-4e66-85ff-fbe66f04fca7","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-02-19 02:48:41.000,170,5,,"Never had a problem with Dunder Mifflin",2021-03-13 13:51:05.000,"35157 Reinke Alley","Jarredshire",,41.307372,-80.603473,"REGULAR","Midwest","OH",44418,"COMPLETED","Friga Penguin","friga@dach.com"
"Multipurpose",276010.80000000005,"60906229fc13ae0a6b000073","Angela Martin","Monahan Group",4986,,24,2,,1,"a015bb14-d268-4625-8ea1-972463d97c1b","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-02-02 02:14:56.000,120,4,,"The selections aren't big, but they have just what you need.",2021-03-03 15:26:56.000,"06128 Hansons Point","West Billtown",,35.741251,-82.515578,"REGULAR","Northeast","NY",28788,"COMPLETED","Filbert Squirrel","filbert@monahan.com"
"Multipurpose",414016.2,"60906229fc13ae0a6b0001d7","Erin Hannon","Hilpert, Schaden and Lind",1867,,21,3,,14,"a0245ff7-e45a-4cda-89e0-8d21c2e1bd3a","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-10-03 16:14:33.000,180,4,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",2021-10-20 01:07:21.000,"778 Elka Trail","South Adrienne",100,39.842678,-79.899964,"EXPRESS","South","WV",15461,"COMPLETED","Biskit Dog","biskit@hilpert.com"
"Cardstock",20626.8,"60906229fc13ae0a6b000018","Kelly Kapoor","Hegmann and Sons",1298,,21,5,34.38,10,"a080cbd8-d5c7-44a6-963e-279139f8ce06","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-10-23 06:32:44.000,120,5,,"Our CEO is rather picky and only uses this particular paper brand. Luckily, Dunder Mifflin is one of the few places that we know will always carry it!",2021-11-11 23:49:32.000,"17 Prairie Rose Pass","Linwoodchester",100,34.530199,-119.310133,"EXPRESS","West","MT",93023,"COMPLETED","Naomi Cow","naomi@hegmann.com"
"Printer",527.6,"60906229fc13ae0a6b000274","Dwight Schrute","Torp, Bailey and Rippin",522,,15,3,,11,"a0ab6f40-b8fc-4162-82a0-6863a66a3538","ANNUAL",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-10-12 00:35:40.000,40,2,,"Return policy and experience is not great. Be careful when you make your purchase.",2021-10-27 03:57:16.000,"11 Packers Way","Kaylinborough",,26.538819,-80.728719,"REGULAR","Northeast","VT",33494,"COMPLETED","Aurora Penguin","aurora@torp.com"
"Multipurpose",658.9,"60906229fc13ae0a6b00009e","Pam Beesly","Keebler, Schultz and Pagac",241,,50,3,,7,"a102f712-cb28-4d92-a8ed-16c999d1cd05","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-11-06 22:39:05.000,110,,,,,"49 Declaration Lane","Jewellmouth",100,41.724328,-74.723518,"EXPRESS","South","FL",12742,"COMPLETED","Boots Alligator","boots@keebler.com"
"Printer",5000,"60906229fc13ae0a6b0000e8","Creed Patton","Cormier-Turcotte",479,,125,4,,11,"a1bc8b2a-e7a3-423a-b533-59a3a77d3a4d","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-12-19 12:06:28.000,200,,,,,"09 Warbler Circle","North Jeramy",,25.7794,-80.299475,"REGULAR","Midwest","OH",33126,"COMPLETED","Bones Dog","bones@cormier-turcotte.com"
"Copy",230240,"60906229fc13ae0a6b00001d","Michael Scott","Kub, Witting and Flatley",819,,81,1,,4,"a218ad1d-c4a2-49d1-9a09-e5d990d75a6c","WEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-09-11 22:31:30.000,160,5,,"Pretty good deal",2021-09-30 12:41:06.000,"6 Heffernan Hill","Freddyview",100,34.34005,-83.082621,"EXPRESS","Northeast","CT",30520,"COMPLETED","Portia Dog","portia@kub.com"
"Cardstock",738,"60906229fc13ae0a6b000193","Andy Bernard","Connelly, Hickle and Goldner",147,,98,10,,8,"a2461503-baf8-4bb5-ba1d-4ffdfc33b614","MONTH",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-03-21 18:39:00.000,200,4,,"I don't like that I have to mix and match from the limited options they have to get what I want. There's very little flexibility in customizations.",2021-04-03 16:00:36.000,"79 Utah Center","Alvinaland",,42.968299,-123.0635,"REGULAR","West","MT",97429,"COMPLETED","Maelle Duck","maelle@connelly.com"
"Cardstock",369,"60906229fc13ae0a6b00014a","Dwight Schrute","Schaden, Farrell and Rath",661,,22,5,,1,"a247569d-6fb6-4c21-8b49-641d6bca35fa","WEEK",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-12-10 15:56:48.000,100,1,,"Shipping took FOREVER, especially compared to competitors",2022-01-08 22:25:36.000,"0698 Debra Park","Lemkeview",,42.811821,-103.330405,"REGULAR","South","LA",69423,"COMPLETED","Bree Mouse","bree@schaden.com"
"Kraft Roll",6052,"60906229fc13ae0a6b0000e3","Dwight Schrute","Kertzmann, Dooley and Konopelski",286,,58,9,7.12,12,"a24d7dd4-1bf5-43db-9da8-b5be4897d5ec","MONTH",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-07-17 06:05:47.000,170,4,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",2021-07-27 22:10:35.000,"1 Pawling Street","Port Libbie",,36.432843,-78.05017,"REGULAR","West","NV",27552,"COMPLETED","Ribbot Frog","ribbot@kertzmann.com"
"Copy",138399.8,"60906229fc13ae0a6b00031d","Dwight Schrute","Rosenbaum-Roberts",889,,53,10,,15,"a27a9443-75ce-49d0-a88e-d57dd7a9ef25","ANNUAL",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-02-13 02:40:19.000,20,,"2021-02-16 0:59:31",,,"03435 Mariners Cove Alley","Breitenbergburgh",,35.054415,-99.567517,"REGULAR","West","HI",73685,"RETURNED","Marcel Dog","marcel@rosenbaum-roberts.com"
"Multipurpose",21798,"60906229fc13ae0a6b00022e","Oscar Martinez","Thiel, King and Schroeder",592,,146,5,,12,"a2a54491-5081-47b0-b1f4-3d3e4815d731","BIWEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-09-14 23:42:34.000,200,5,,"The customer service is fantastic. I can always trust that Dunder Mifflin will take good care of us and our needs.",2021-10-09 12:54:34.000,"4002 Meadow Vale Hill","Audreyfurt",,39.884266,-84.751489,"REGULAR","South","SC",45347,"COMPLETED","Nan Goat","nan@thiel.com"
